,Country,Year,Grain,Direction
7263,South Korea,2021,sorghum,export
7295,Bolivia,2021,sorghum,export
7327,Uruguay,2021,sorghum,export
7359,Argentina,2021,sorghum,export
7391,Pakistan,2021,sorghum,export
7423,Tunisia,2021,sorghum,export
7455,Algeria,2021,sorghum,export
7487,Brazil,2021,sorghum,export
7519,Australia,2021,sorghum,export
7551,Thailand,2021,sorghum,export
7583,Bahamas,2021,sorghum,export
7615,Bangladesh,2021,sorghum,export
7647,Barbados,2021,sorghum,export
7679,Chile,2021,sorghum,export
7711,Colombia,2021,sorghum,export
7743,Dominican Republic,2021,sorghum,export
7775,Ecuador,2021,sorghum,export
7807,Egypt,2021,sorghum,export
7839,Honduras,2021,sorghum,export
7871,India,2021,sorghum,export
7903,Indonesia,2021,sorghum,export
7935,Iran,2021,sorghum,export
7967,Israel,2021,sorghum,export
7999,Jamaica,2021,sorghum,export
8031,Jordan,2021,sorghum,export
8063,Malaysia,2021,sorghum,export
8095,Morocco,2021,sorghum,export
8127,Other Europe,2021,sorghum,export
8159,Paraguay,2021,sorghum,export
8191,Peru,2021,sorghum,export
8223,Philippines,2021,sorghum,export
8255,Saudi Arabia,2021,sorghum,export
8287,Turkey,2021,sorghum,export
8319,United Arab Emirates,2021,sorghum,export
8351,Vietnam,2021,sorghum,export
