,Amount (1000 metric tons)
3629,244
3630,217
3631,247
3632,216
3633,288
3634,255
3635,248
3636,236
3637,234
3638,283
3639,253
3640,243
3641,283
3642,282
3649,0
3650,1
3651,72
3652,269
3653,244
3654,420
3655,368
3656,396
3657,105
3658,486
3659,543
3660,33
3661,34
3662,1
3663,20
3664,0
3665,299
3666,298
3667,406
3668,63
3669,28
3670,1
3671,2
3672,1
3673,50
3674,75
3681,1
3682,1
3683,589
3684,1048
3685,1073
3686,944
3687,462
3688,803
3689,861
3690,955
3691,1042
3692,1205
3693,1367
3694,898
3695,1270
3696,1073
3697,1235
3698,854
3699,1006
3700,104
3701,91
3702,0
3703,0
3704,0
3705,76
3706,239
3713,0
3714,0
3715,0
3716,6
3717,1
3718,527
3719,517
3720,198
3721,2
3722,139
3723,223
3724,593
3725,75
3726,0
3727,224
3728,43
3729,965
3730,105
3731,43
3732,21
3733,13
3734,548
3735,42
3736,0
3737,116
3738,45
3745,0
3746,0
3747,53
3748,291
3749,113
3750,203
3751,167
3752,165
3753,156
3754,420
3755,485
3756,470
3757,714
3758,123
3759,618
3760,209
3761,394
3762,459
3763,525
3764,76
3765,179
3766,161
3767,0
3768,0
3769,59
3770,38
3777,0
3778,0
3779,167
3780,280
3781,246
3782,348
3783,249
3784,272
3785,58
3786,124
3787,74
3788,15
3789,39
3790,28
3791,190
3792,299
3793,319
3794,320
3795,147
3796,139
3797,86
3798,71
3799,20
3800,0
3801,0
3802,80
3809,0
3810,0
3811,17
3812,36
3813,26
3814,56
3815,10
3816,38
3817,27
3818,78
3819,184
3820,31
3821,392
3822,0
3823,0
3824,13
3825,61
3826,23
3827,51
3828,87
3829,30
3830,20
3831,11
3832,0
3833,5
3834,23
3841,0
3842,0
3843,0
3844,1
3845,1
3846,2
3847,1
3848,0
3849,0
3850,0
3851,2
3852,2
3853,30
3854,0
3855,0
3856,1
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3873,0
3874,0
3875,0
3876,24
3877,1
3878,49
3879,155
3880,114
3881,75
3882,230
3883,168
3884,177
3885,234
3886,181
3887,384
3888,321
3889,339
3890,418
3891,477
3892,217
3893,168
3894,214
3895,30
3896,0
3897,1
3898,27
3905,0
3906,0
3907,18
3908,31
3909,32
3910,32
3911,33
3912,37
3913,39
3914,34
3915,37
3916,28
3917,32
3918,33
3919,35
3920,35
3921,33
3922,36
3923,35
3924,29
3925,38
3926,24
3927,36
3928,24
3929,35
3930,30
3937,0
3938,0
3939,0
3940,0
3941,1
3942,452
3943,1500
3944,822
3945,112
3946,418
3947,185
3948,12
3949,25
3950,10
3951,189
3952,4
3953,18
3954,185
3955,156
3956,88
3957,11
3958,78
3959,32
3960,3
3961,10
3962,28
3969,71
3970,64
3971,1693
3972,2758
3973,2015
3974,3100
3975,3174
3976,2374
3977,232
3978,374
3979,258
3980,271
3981,198
3982,68
3983,173
3984,57
3985,20
3986,46
3987,143
3988,42
3989,70
3990,998
3991,9
3992,20
3993,1204
3994,361
4001,0
4002,0
4003,0
4004,0
4005,0
4006,119
4007,175
4008,0
4009,0
4010,37
4011,2
4012,12
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,1
4020,2
4021,0
4022,0
4023,0
4024,0
4025,4
4026,1
4033,0
4034,0
4035,0
4036,0
4037,1
4038,0
4039,1
4040,0
4041,1
4042,0
4043,1
4044,2
4045,1
4046,2
4047,3
4048,3
4049,4
4050,3
4051,3
4052,7
4053,4
4054,3
4055,5
4056,7
4057,9
4058,7
4065,0
4066,0
4067,0
4068,0
4069,0
4070,14
4071,9
4072,3
4073,2
4074,0
4075,2
4076,1
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,1
4084,0
4085,0
4086,0
4087,4
4088,8
4089,11
4090,3
4097,0
4098,0
4099,0
4100,0
4101,1
4102,87
4103,388
4104,249
4105,274
4106,50
4107,217
4108,156
4109,220
4110,11
4111,1
4112,59
4113,61
4114,1
4115,1
4116,18
4117,1
4118,2
4119,17
4120,8
4121,56
4122,68
4129,0
4130,0
4131,0
4132,0
4133,1
4134,0
4135,1
4136,1
4137,1
4138,1
4139,1
4140,0
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,1
4150,0
4151,0
4152,0
4153,0
4154,0
4161,1
4162,0
4163,1
4164,1
4165,1
4166,2
4167,7
4168,6
4169,22
4170,2
4171,3
4172,2
4173,1
4174,0
4175,1
4176,2
4177,1
4178,1
4179,2
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,0
4193,0
4194,11
4195,2696
4196,3955
4197,406
4198,636
4199,669
4200,355
4201,338
4202,443
4203,524
4204,117
4205,740
4206,356
4207,263
4208,146
4209,242
4210,13
4211,43
4212,233
4213,12
4214,8
4215,5
4216,29
4217,35
4218,29
4225,0
4226,0
4227,66
4228,78
4229,1
4230,336
4231,525
4232,472
4233,379
4234,694
4235,875
4236,569
4237,748
4238,981
4239,655
4240,10
4241,37
4242,350
4243,438
4244,29
4245,1
4246,10
4247,1
4248,0
4249,0
4250,13
4257,0
4258,0
4259,0
4260,71
4261,32
4262,367
4263,10
4264,13
4265,1
4266,121
4267,43
4268,16
4269,0
4270,39
4271,0
4272,0
4273,0
4274,0
4275,0
4276,1
4277,0
4278,0
4279,0
4280,0
4281,1
4282,0
4289,1
4290,0
4291,2
4292,2
4293,1
4294,62
4295,12
4296,40
4297,27
4298,20
4299,51
4300,16
4301,25
4302,15
4303,18
4304,0
4305,2
4306,0
4307,10
4308,0
4309,2
4310,3
4311,16
4312,9
4313,0
4314,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,9
4331,25
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4353,0
4354,0
4355,0
4356,1
4357,0
4358,0
4359,0
4360,0
4361,0
4362,85
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,2
4370,0
4371,0
4372,1
4373,0
4374,0
4375,0
4376,0
4377,0
4378,0
4385,0
4386,0
4387,1
4388,0
4389,6
4390,85
4391,6
4392,0
4393,1
4394,0
4395,1
4396,0
4397,0
4398,48
4399,0
4400,0
4401,21
4402,0
4403,23
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4449,0
4450,0
4451,0
4452,0
4453,1
4454,0
4455,1
4456,1
4457,2
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4481,0
4482,0
4483,95
4484,444
4485,117
4486,546
4487,0
4488,0
4489,0
4490,0
4491,611
4492,144
4493,63
4494,0
4495,64
4496,0
4497,0
4498,0
4499,463
4500,64
4501,0
4502,67
4503,0
4504,0
4505,0
4506,138
4513,0
4514,0
4515,0
4516,2
4517,0
4518,4
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4545,0
4546,0
4547,7
4548,0
4549,7
4550,13
4551,7
4552,0
4553,0
4554,22
4555,0
4556,0
4557,0
4558,0
4559,0
4560,1
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4609,0
4610,0
4611,0
4612,0
4613,0
4614,0
4615,1
4616,7
4617,1
4618,7
4619,6
4620,8
4621,39
4622,123
4623,22
4624,57
4625,38
4626,33
4627,51
4628,36
4629,36
4630,33
4631,25
4632,8
4633,5
4634,52
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,4
4666,1
4667,1
4675,2
4676,0
4677,0
4678,1
4679,7
4680,13
4681,9
4682,41
4683,16
4684,21
4685,36
4686,34
4687,35
4688,32
4689,1
4690,6
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,32
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,7
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4972,0
4973,0
4974,0
4975,5
4976,0
4977,10
4978,0
4979,9
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,3
5011,6
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5038,0
5039,0
5040,0
5041,0
5042,9
5043,0
5044,3
5045,10
5046,1
5047,0
5048,14
5049,18
5050,8
5051,23
5052,27
5053,0
5054,0
5055,15
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,1
5095,0
5096,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5236,0
5237,51
5238,24
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5269,0
5270,0
5271,0
5272,1
5273,1
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5302,9
5303,7
5304,3
5305,1
5306,1
5307,0
5308,21
5309,41
5310,72
5311,103
5312,81
5313,87
5314,42
5315,8
5316,10
5317,68
5318,0
5319,4
5320,26
5321,3
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5335,150
5336,112
5337,27
5338,64
5339,51
5340,107
5341,187
5342,150
5343,94
5344,83
5345,67
5346,59
5347,43
5348,18
5349,9
5350,2
5351,7
5352,41
5353,45
5354,87
5355,37
5356,33
5357,55
5358,31
5359,93
5360,99
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5434,2
5435,0
5436,5
5437,14
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,55
5479,0
5480,0
5481,0
5482,59
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,50
5490,0
5491,0
5492,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,6
5508,25
5509,0
5510,0
5511,0
5512,0
5513,11
5514,0
5515,30
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,1
5525,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,8
5590,0
5591,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,22
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,9
5619,0
5620,0
5621,0
5622,3
5623,4260
5624,8328
5631,21
5632,217
5633,192
5634,155
5635,153
5636,117
5637,100
5638,35
5639,92
5640,57
5641,35
5642,0
5643,73
5644,108
5645,124
5646,301
5647,491
5648,428
5649,682
5650,765
5651,634
5652,252
5653,335
5654,184
5655,444
5656,486
5663,3148
5664,3016
5665,5013
5666,4293
5667,3028
5668,2592
5669,1787
5670,2149
5671,3260
5672,3148
5673,4931
5674,5001
5675,4754
5676,3347
5677,2990
5678,3016
5679,3138
5680,1975
5681,1069
5682,2453
5683,2527
5684,2383
5685,1168
5686,1448
5687,251
5688,21
5695,3212
5696,1949
5697,1670
5698,1923
5699,1640
5700,2050
5701,1618
5702,2102
5703,1650
5704,1379
5705,1123
5706,811
5707,1264
5708,992
5709,935
5710,1147
5711,1161
5712,709
5713,524
5714,306
5715,851
5716,340
5717,96
5718,209
5719,293
5720,83
5727,1
5728,1
5729,2
5730,2
5731,2
5732,3
5733,6
5734,3
5735,5
5736,3
5737,4
5738,4
5739,5
5740,6
5741,8
5742,5
5743,4
5744,4
5745,6
5746,5
5747,4
5748,4
5749,3
5750,4
5751,6
5752,7
5759,0
5760,0
5761,0
5762,1
5763,1
5764,1
5765,2
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5791,248
5792,203
5793,179
5794,205
5795,174
5796,304
5797,1009
5798,130
5799,209
5800,201
5801,184
5802,4
5803,9
5804,183
5805,847
5806,169
5807,67
5808,737
5809,4385
5810,41
5811,2
5812,592
5813,4
5814,81
5815,25
5816,2
5823,38
5824,0
5825,1
5826,0
5827,2
5828,2
5829,55
5830,54
5831,0
5832,0
5833,1
5834,0
5835,0
5836,0
5837,0
5838,0
5839,10
5840,0
5841,4
5842,1
5843,1
5844,1
5845,1
5846,2
5847,1
5848,3
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,0
5865,0
5866,0
5867,0
5868,1
5869,0
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5878,1
5879,1
5880,0
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0
5909,0
5910,0
5911,1
5912,0
5919,1
5920,1
5921,0
5922,0
5923,0
5924,0
5925,1
5926,7
5927,6
5928,0
5929,2
5930,1
5931,1
5932,1
5933,1
5934,0
5935,0
5936,1
5937,0
5938,1
5939,1
5940,1
5941,1
5942,0
5943,0
5944,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,1
5965,0
5966,0
5967,0
5968,1
5969,0
5970,0
5971,0
5972,1
5973,0
5974,0
5975,0
5976,1
5983,100
5984,45
5985,0
5986,0
5987,0
5988,1
5989,1
5990,0
5991,0
5992,0
5993,0
5994,28
5995,0
5996,1
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6015,25
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,0
6034,0
6035,0
6036,0
6037,0
6038,1
6039,0
6040,0
6047,3
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,1
6055,1
6056,1
6057,1
6058,0
6059,0
6060,0
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,0
6071,1
6072,0
6079,0
6080,0
6081,0
6082,0
6083,0
6084,282
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6111,0
6112,2
6113,0
6114,0
6115,1
6116,38
6117,4
6118,4
6119,2
6120,1
6121,1
6122,0
6123,0
6124,1
6125,1
6126,0
6127,0
6128,0
6129,0
6130,0
6131,0
6132,0
6133,0
6134,0
6135,1
6136,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,1
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,0
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,0
6186,0
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,0
6207,0
6208,0
6209,0
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,2
6219,0
6220,0
6221,0
6222,0
6223,0
6224,0
6225,0
6226,0
6227,0
6228,0
6229,0
6230,0
6231,0
6232,0
6239,0
6240,0
6241,0
6242,0
6243,23
6244,0
6245,0
6246,43
6247,0
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,1
6256,0
6257,23
6258,1
6259,0
6260,7
6261,0
6262,0
6263,0
6264,1
6271,1
6272,1
6273,2
6274,1
6275,0
6276,0
6277,4
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,20
6290,13
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6303,0
6304,0
6305,4
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6335,30
6336,33
6337,36
6338,10
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6367,0
6368,100
6369,0
6370,0
6371,0
6372,0
6373,18
6374,1
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,3
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6399,0
6400,1
6401,0
6402,0
6403,0
6404,0
6405,8
6406,25
6407,27
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,3
6416,0
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,1
6444,0
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,0
6519,0
6520,0
6527,371
6528,166
6529,75
6530,230
6531,83
6532,194
6533,351
6534,458
6535,107
6536,92
6537,135
6538,120
6539,30
6540,39
6541,131
6542,27
6543,16
6544,18
6545,174
6546,0
6547,6
6548,150
6549,0
6550,0
6551,0
6552,0
6559,2
6560,1
6561,1
6562,3
6563,2
6564,4
6565,3
6566,2
6567,3
6568,3
6569,3
6570,0
6571,0
6572,1
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,4
6584,0
6591,290
6592,51
6593,91
6594,50
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,1
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,1
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6655,0
6656,0
6657,0
6658,0
6659,0
6660,1
6661,1
6662,1
6663,0
6664,107
6665,0
6666,0
6667,0
6668,1
6669,0
6670,0
6671,39
6672,0
6673,0
6674,0
6675,123
6676,112
6677,0
6678,0
6679,0
6680,0
6687,106
6688,0
6689,0
6690,0
6691,0
6692,0
6693,0
6694,44
6695,20
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,130
6706,0
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6719,0
6720,0
6721,0
6722,2
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6751,0
6752,0
6753,20
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,0
6783,0
6784,0
6785,0
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,55
6794,12
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,2
6808,0
6815,0
6816,10
6817,0
6818,0
6819,9
6820,0
6821,0
6822,0
6823,0
6824,0
6825,0
6826,0
6827,1
6828,0
6829,0
6830,0
6831,0
6832,0
6833,0
6834,1
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6847,52
6848,115
6849,85
6850,147
6851,0
6852,0
6853,0
6854,139
6855,0
6856,0
6857,0
6858,0
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,1
6871,0
6872,0
6879,0
6880,0
6881,0
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,4
6895,2
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,0
6919,0
6920,0
6921,0
6922,0
6923,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6954,22
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,9
6963,0
6964,0
6965,0
6966,3
6967,4260
6968,8328
6975,21
6976,217
6977,192
6978,155
6979,153
6980,117
6981,100
6982,35
6983,92
6984,57
6985,35
6986,0
6987,73
6988,108
6989,124
6990,301
6991,491
6992,428
6993,682
6994,765
6995,634
6996,252
6997,335
6998,184
6999,444
7000,486
7007,3148
7008,3016
7009,5013
7010,4293
7011,3028
7012,2592
7013,1787
7014,2149
7015,3260
7016,3148
7017,4931
7018,5001
7019,4754
7020,3347
7021,2990
7022,3016
7023,3138
7024,1975
7025,1069
7026,2453
7027,2527
7028,2383
7029,1168
7030,1448
7031,251
7032,21
7039,3212
7040,1949
7041,1670
7042,1923
7043,1640
7044,2050
7045,1618
7046,2102
7047,1650
7048,1379
7049,1123
7050,811
7051,1264
7052,992
7053,935
7054,1147
7055,1161
7056,709
7057,524
7058,306
7059,851
7060,340
7061,96
7062,209
7063,293
7064,83
7071,1
7072,1
7073,2
7074,2
7075,2
7076,3
7077,6
