,Country,Year,Grain,Direction
746,Israel,1900,corn,import
747,Israel,2001,corn,import
748,Israel,2002,corn,import
749,Israel,2003,corn,import
750,Israel,2004,corn,import
751,Israel,2005,corn,import
752,Israel,2006,corn,import
753,Israel,2007,corn,import
754,Israel,2008,corn,import
755,Israel,2009,corn,import
756,Israel,2010,corn,import
757,Israel,2011,corn,import
758,Israel,2012,corn,import
759,Israel,2013,corn,import
760,Israel,2014,corn,import
761,Israel,2015,corn,import
768,Japan,1990,corn,import
769,Japan,1991,corn,import
770,Japan,1992,corn,import
771,Japan,1993,corn,import
772,Japan,1994,corn,import
773,Japan,1995,corn,import
774,Japan,1996,corn,import
775,Japan,1997,corn,import
776,Japan,1998,corn,import
777,Japan,1999,corn,import
778,Japan,1900,corn,import
779,Japan,2001,corn,import
780,Japan,2002,corn,import
781,Japan,2003,corn,import
782,Japan,2004,corn,import
783,Japan,2005,corn,import
784,Japan,2006,corn,import
785,Japan,2007,corn,import
786,Japan,2008,corn,import
787,Japan,2009,corn,import
788,Japan,2010,corn,import
789,Japan,2011,corn,import
790,Japan,2012,corn,import
791,Japan,2013,corn,import
792,Japan,2014,corn,import
793,Japan,2015,corn,import
800,Other Europe,1990,corn,import
801,Other Europe,1991,corn,import
802,Other Europe,1992,corn,import
803,Other Europe,1993,corn,import
804,Other Europe,1994,corn,import
805,Other Europe,1995,corn,import
806,Other Europe,1996,corn,import
807,Other Europe,1997,corn,import
808,Other Europe,1998,corn,import
809,Other Europe,1999,corn,import
810,Other Europe,1900,corn,import
811,Other Europe,2001,corn,import
812,Other Europe,2002,corn,import
813,Other Europe,2003,corn,import
814,Other Europe,2004,corn,import
815,Other Europe,2005,corn,import
816,Other Europe,2006,corn,import
817,Other Europe,2007,corn,import
818,Other Europe,2008,corn,import
819,Other Europe,2009,corn,import
820,Other Europe,2010,corn,import
821,Other Europe,2011,corn,import
822,Other Europe,2012,corn,import
823,Other Europe,2013,corn,import
824,Other Europe,2014,corn,import
825,Other Europe,2015,corn,import
832,Paraguay,1990,corn,import
833,Paraguay,1991,corn,import
834,Paraguay,1992,corn,import
835,Paraguay,1993,corn,import
836,Paraguay,1994,corn,import
837,Paraguay,1995,corn,import
838,Paraguay,1996,corn,import
839,Paraguay,1997,corn,import
840,Paraguay,1998,corn,import
841,Paraguay,1999,corn,import
842,Paraguay,1900,corn,import
843,Paraguay,2001,corn,import
844,Paraguay,2002,corn,import
845,Paraguay,2003,corn,import
846,Paraguay,2004,corn,import
847,Paraguay,2005,corn,import
848,Paraguay,2006,corn,import
849,Paraguay,2007,corn,import
850,Paraguay,2008,corn,import
851,Paraguay,2009,corn,import
852,Paraguay,2010,corn,import
853,Paraguay,2011,corn,import
854,Paraguay,2012,corn,import
855,Paraguay,2013,corn,import
856,Paraguay,2014,corn,import
857,Paraguay,2015,corn,import
864,Philippines,1990,corn,import
865,Philippines,1991,corn,import
866,Philippines,1992,corn,import
867,Philippines,1993,corn,import
868,Philippines,1994,corn,import
869,Philippines,1995,corn,import
870,Philippines,1996,corn,import
871,Philippines,1997,corn,import
872,Philippines,1998,corn,import
873,Philippines,1999,corn,import
874,Philippines,1900,corn,import
875,Philippines,2001,corn,import
876,Philippines,2002,corn,import
877,Philippines,2003,corn,import
878,Philippines,2004,corn,import
879,Philippines,2005,corn,import
880,Philippines,2006,corn,import
881,Philippines,2007,corn,import
882,Philippines,2008,corn,import
883,Philippines,2009,corn,import
884,Philippines,2010,corn,import
885,Philippines,2011,corn,import
886,Philippines,2012,corn,import
887,Philippines,2013,corn,import
888,Philippines,2014,corn,import
889,Philippines,2015,corn,import
896,South Korea,1990,corn,import
897,South Korea,1991,corn,import
898,South Korea,1992,corn,import
899,South Korea,1993,corn,import
900,South Korea,1994,corn,import
901,South Korea,1995,corn,import
902,South Korea,1996,corn,import
903,South Korea,1997,corn,import
904,South Korea,1998,corn,import
905,South Korea,1999,corn,import
906,South Korea,1900,corn,import
907,South Korea,2001,corn,import
908,South Korea,2002,corn,import
909,South Korea,2003,corn,import
910,South Korea,2004,corn,import
911,South Korea,2005,corn,import
912,South Korea,2006,corn,import
913,South Korea,2007,corn,import
914,South Korea,2008,corn,import
915,South Korea,2009,corn,import
916,South Korea,2010,corn,import
917,South Korea,2011,corn,import
918,South Korea,2012,corn,import
919,South Korea,2013,corn,import
920,South Korea,2014,corn,import
921,South Korea,2015,corn,import
928,Thailand,1990,corn,import
929,Thailand,1991,corn,import
930,Thailand,1992,corn,import
931,Thailand,1993,corn,import
932,Thailand,1994,corn,import
933,Thailand,1995,corn,import
934,Thailand,1996,corn,import
935,Thailand,1997,corn,import
936,Thailand,1998,corn,import
937,Thailand,1999,corn,import
938,Thailand,1900,corn,import
939,Thailand,2001,corn,import
940,Thailand,2002,corn,import
941,Thailand,2003,corn,import
942,Thailand,2004,corn,import
943,Thailand,2005,corn,import
944,Thailand,2006,corn,import
945,Thailand,2007,corn,import
946,Thailand,2008,corn,import
947,Thailand,2009,corn,import
948,Thailand,2010,corn,import
949,Thailand,2011,corn,import
950,Thailand,2012,corn,import
951,Thailand,2013,corn,import
952,Thailand,2014,corn,import
953,Thailand,2015,corn,import
960,United Arab Emirates,1990,corn,import
961,United Arab Emirates,1991,corn,import
962,United Arab Emirates,1992,corn,import
963,United Arab Emirates,1993,corn,import
964,United Arab Emirates,1994,corn,import
965,United Arab Emirates,1995,corn,import
966,United Arab Emirates,1996,corn,import
967,United Arab Emirates,1997,corn,import
968,United Arab Emirates,1998,corn,import
969,United Arab Emirates,1999,corn,import
970,United Arab Emirates,1900,corn,import
971,United Arab Emirates,2001,corn,import
972,United Arab Emirates,2002,corn,import
973,United Arab Emirates,2003,corn,import
974,United Arab Emirates,2004,corn,import
975,United Arab Emirates,2005,corn,import
976,United Arab Emirates,2006,corn,import
977,United Arab Emirates,2007,corn,import
978,United Arab Emirates,2008,corn,import
979,United Arab Emirates,2009,corn,import
980,United Arab Emirates,2010,corn,import
981,United Arab Emirates,2011,corn,import
982,United Arab Emirates,2012,corn,import
983,United Arab Emirates,2013,corn,import
984,United Arab Emirates,2014,corn,import
985,United Arab Emirates,2015,corn,import
992,Canada,1990,malting barley,import
993,Canada,1991,malting barley,import
994,Canada,1992,malting barley,import
995,Canada,1993,malting barley,import
996,Canada,1994,malting barley,import
997,Canada,1995,malting barley,import
998,Canada,1996,malting barley,import
999,Canada,1997,malting barley,import
1000,Canada,1998,malting barley,import
1001,Canada,1999,malting barley,import
1002,Canada,1900,malting barley,import
1003,Canada,2001,malting barley,import
1004,Canada,2002,malting barley,import
1005,Canada,2003,malting barley,import
1006,Canada,2004,malting barley,import
1007,Canada,2005,malting barley,import
1008,Canada,2006,malting barley,import
1009,Canada,2007,malting barley,import
1010,Canada,2008,malting barley,import
1011,Canada,2009,malting barley,import
1012,Canada,2010,malting barley,import
1013,Canada,2011,malting barley,import
1014,Canada,2012,malting barley,import
1015,Canada,2013,malting barley,import
1016,Canada,2014,malting barley,import
1017,Canada,2015,malting barley,import
1025,European Union,1990,malting barley,import
1026,European Union,1991,malting barley,import
1027,European Union,1992,malting barley,import
1028,European Union,1993,malting barley,import
1029,European Union,1994,malting barley,import
1030,European Union,1995,malting barley,import
1031,European Union,1996,malting barley,import
1032,European Union,1997,malting barley,import
1033,European Union,1998,malting barley,import
1034,European Union,1999,malting barley,import
1035,European Union,1900,malting barley,import
1036,European Union,2001,malting barley,import
1037,European Union,2002,malting barley,import
1038,European Union,2003,malting barley,import
1039,European Union,2004,malting barley,import
1040,European Union,2005,malting barley,import
1041,European Union,2006,malting barley,import
1042,European Union,2007,malting barley,import
1043,European Union,2008,malting barley,import
1044,European Union,2009,malting barley,import
1045,European Union,2010,malting barley,import
1046,European Union,2011,malting barley,import
1047,European Union,2012,malting barley,import
1048,European Union,2013,malting barley,import
1049,European Union,2014,malting barley,import
1050,European Union,2015,malting barley,import
1058,Argentina,1990,malting barley,import
1059,Argentina,1991,malting barley,import
1060,Argentina,1992,malting barley,import
1061,Argentina,1993,malting barley,import
1062,Argentina,1994,malting barley,import
1063,Argentina,1995,malting barley,import
1064,Argentina,1996,malting barley,import
1065,Argentina,1997,malting barley,import
1066,Argentina,1998,malting barley,import
1067,Argentina,1999,malting barley,import
1068,Argentina,1900,malting barley,import
1069,Argentina,2001,malting barley,import
1070,Argentina,2002,malting barley,import
1071,Argentina,2003,malting barley,import
1072,Argentina,2004,malting barley,import
1073,Argentina,2005,malting barley,import
1074,Argentina,2006,malting barley,import
1075,Argentina,2007,malting barley,import
1076,Argentina,2008,malting barley,import
1077,Argentina,2009,malting barley,import
1078,Argentina,2010,malting barley,import
1079,Argentina,2011,malting barley,import
1080,Argentina,2012,malting barley,import
1081,Argentina,2013,malting barley,import
1082,Argentina,2014,malting barley,import
1083,Argentina,2015,malting barley,import
1091,Mexico,1990,malting barley,import
1092,Mexico,1991,malting barley,import
1093,Mexico,1992,malting barley,import
1094,Mexico,1993,malting barley,import
1095,Mexico,1994,malting barley,import
1096,Mexico,1995,malting barley,import
1097,Mexico,1996,malting barley,import
1098,Mexico,1997,malting barley,import
1099,Mexico,1998,malting barley,import
1100,Mexico,1999,malting barley,import
1101,Mexico,1900,malting barley,import
1102,Mexico,2001,malting barley,import
1103,Mexico,2002,malting barley,import
1104,Mexico,2003,malting barley,import
1105,Mexico,2004,malting barley,import
1106,Mexico,2005,malting barley,import
