,Country,Year,Grain,Direction
4803,China,2020,malting barley,export
4836,India,2020,malting barley,export
4869,Peru,2020,malting barley,export
4902,Argentina,2020,malting barley,export
4935,Australia,2020,malting barley,export
4968,Bahamas,2020,malting barley,export
5001,Bermuda,2020,malting barley,export
5034,Brazil,2020,malting barley,export
5067,Colombia,2020,malting barley,export
5100,Dominican Republic,2020,malting barley,export
5133,Ecuador,2020,malting barley,export
5166,Egypt,2020,malting barley,export
5199,Haiti,2020,malting barley,export
5232,Honduras,2020,malting barley,export
5265,Indonesia,2020,malting barley,export
5298,Israel,2020,malting barley,export
5331,Jamaica,2020,malting barley,export
5364,Japan,2020,malting barley,export
5397,Mexico,2020,malting barley,export
5430,Other Europe,2020,malting barley,export
5463,Pakistan,2020,malting barley,export
5496,Philippines,2020,malting barley,export
5529,Saudi Arabia,2020,malting barley,export
5562,Sri Lanka,2020,malting barley,export
5595,Sub-Saharan Africa,2020,malting barley,export
5628,United Arab Emirates,2020,malting barley,export
5661,Uruguay,2020,malting barley,export
5694,China,2020,other barley,export
5726,Sub-Saharan Africa,2020,other barley,export
5758,Mexico,2020,other barley,export
5790,Japan,2020,other barley,export
5822,Canada,2020,other barley,export
5854,Haiti,2020,other barley,export
5886,European Union,2020,other barley,export
5918,South Korea,2020,other barley,export
5950,Bolivia,2020,other barley,export
5982,Uruguay,2020,other barley,export
6014,Argentina,2020,other barley,export
6046,Pakistan,2020,other barley,export
6078,Tunisia,2020,other barley,export
6110,Algeria,2020,other barley,export
6142,Brazil,2020,other barley,export
6174,Australia,2020,other barley,export
6206,Thailand,2020,other barley,export
6238,Bahamas,2020,other barley,export
6270,Bangladesh,2020,other barley,export
6302,Barbados,2020,other barley,export
6334,Chile,2020,other barley,export
6366,Colombia,2020,other barley,export
6398,Dominican Republic,2020,other barley,export
6430,Ecuador,2020,other barley,export
6462,Egypt,2020,other barley,export
6494,Honduras,2020,other barley,export
6526,India,2020,other barley,export
6558,Indonesia,2020,other barley,export
6590,Iran,2020,other barley,export
6622,Israel,2020,other barley,export
6654,Jamaica,2020,other barley,export
6686,Jordan,2020,other barley,export
6718,Malaysia,2020,other barley,export
6750,Morocco,2020,other barley,export
6782,Other Europe,2020,other barley,export
6814,Paraguay,2020,other barley,export
6846,Peru,2020,other barley,export
6878,Philippines,2020,other barley,export
6910,Saudi Arabia,2020,other barley,export
6942,Turkey,2020,other barley,export
6974,United Arab Emirates,2020,other barley,export
7006,Vietnam,2020,other barley,export
7038,China,2020,sorghum,export
7070,Sub-Saharan Africa,2020,sorghum,export
7102,Mexico,2020,sorghum,export
7134,Japan,2020,sorghum,export
7166,Canada,2020,sorghum,export
7198,Haiti,2020,sorghum,export
7230,European Union,2020,sorghum,export
7262,South Korea,2020,sorghum,export
7294,Bolivia,2020,sorghum,export
7326,Uruguay,2020,sorghum,export
7358,Argentina,2020,sorghum,export
7390,Pakistan,2020,sorghum,export
7422,Tunisia,2020,sorghum,export
7454,Algeria,2020,sorghum,export
7486,Brazil,2020,sorghum,export
7518,Australia,2020,sorghum,export
7550,Thailand,2020,sorghum,export
7582,Bahamas,2020,sorghum,export
7614,Bangladesh,2020,sorghum,export
7646,Barbados,2020,sorghum,export
7678,Chile,2020,sorghum,export
7710,Colombia,2020,sorghum,export
7742,Dominican Republic,2020,sorghum,export
7774,Ecuador,2020,sorghum,export
7806,Egypt,2020,sorghum,export
7838,Honduras,2020,sorghum,export
7870,India,2020,sorghum,export
7902,Indonesia,2020,sorghum,export
7934,Iran,2020,sorghum,export
7966,Israel,2020,sorghum,export
7998,Jamaica,2020,sorghum,export
8030,Jordan,2020,sorghum,export
8062,Malaysia,2020,sorghum,export
8094,Morocco,2020,sorghum,export
8126,Other Europe,2020,sorghum,export
8158,Paraguay,2020,sorghum,export
8190,Peru,2020,sorghum,export
8222,Philippines,2020,sorghum,export
8254,Saudi Arabia,2020,sorghum,export
8286,Turkey,2020,sorghum,export
8318,United Arab Emirates,2020,sorghum,export
8350,Vietnam,2020,sorghum,export
